I1,V1,I2,V2,I3,V3,I4,V4,I5,V5,I6,V6,fault
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0 
